Node Type,Property Name,Data Type,Is Primary Key,Requirement,Description,Source Dataset
User,Memory System Driver Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Standby Cache Normal Priority Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pool Paged Allocs,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pool Nonpaged Allocs,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory pct_ Committed Bytes In Use,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Available MBytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Modified Page List Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Committed Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory System Driver Total Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pages Input sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Pool Paged Resident Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Memory Write Copies sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk Bytes Write,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Disk Reads sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) pct_ Free Space,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Disk Read Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk sec Read,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Disk Writes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Current Disk Queue Length,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Split IO Sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Free Megabytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk sec Write,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Disk Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk Read Queue Length,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk Bytes Read,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk Write Queue Length,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk Queue Length,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Disk Write Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Disk Transfers sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk Bytes Transfer,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,LogicalDisk(_Total) Avg  Disk sec Transfer,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Pool Paged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) IO Read Operations sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) IO Write Operations sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Page File Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Virtual Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Page File Bytes Peak,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) IO Other Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Private Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) IO Write Bytes sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Virtual Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Pool Nonpaged Bytes,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) Thread Count,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) IO Data Bytes sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Process(_Total) IO Read Bytes sec,str,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(6TO4 Adapter) Bytes Received sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(isatap{B4D100D3-}) Bytes Received sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(Intel R _Pro_1000MT) Bytes Received sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(6TO4 Adapter) Bytes Sent sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(isatap{B4D100D3-}) Bytes Sent sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(Intel R _Pro_1000MT) Bytes Sent sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(6TO4 Adapter) Bytes Total sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(isatap{B4D100D3-}) Bytes Total sec,int64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
User,Network_I(Intel R _Pro_1000MT) Bytes Total sec,float64,False,Optional (NULLABLE),Numerical telemetry metric: Numerical telemetry or performance metric for entity,Processed_Windows_dataset
