sequence_id,dataset_source,sequence_length,start_timestamp,end_timestamp,sequence_duration_seconds,start_node_id,end_node_id,event_chain
SEQ_PRO_0391,Processed_Network_dataset,12,2019-04-24T03:31:36Z,2019-04-24T03:31:36Z,0.0,TND_PRO_008243,TND_PRO_008192,Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1)
SEQ_PRO_0392,Processed_Network_dataset,12,2019-04-24T03:31:36Z,2019-04-24T03:31:36Z,0.0,TND_PRO_008231,TND_PRO_008067,Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1)
SEQ_PRO_0393,Processed_Network_dataset,12,2019-04-24T03:31:36Z,2019-04-24T03:31:36Z,0.0,TND_PRO_008068,TND_PRO_008247,Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1)
SEQ_PRO_0394,Processed_Network_dataset,12,2019-04-24T03:31:36Z,2019-04-24T03:31:36Z,0.0,TND_PRO_008237,TND_PRO_008037,Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1)
SEQ_PRO_0395,Processed_Network_dataset,12,2019-04-24T03:31:36Z,2019-04-24T03:31:36Z,0.0,TND_PRO_008038,TND_PRO_008075,Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1)
SEQ_PRO_0396,Processed_Network_dataset,12,2019-04-24T03:31:36Z,2019-04-24T03:31:36Z,0.0,TND_PRO_008076,TND_PRO_008011,Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (1) -> (+0 ms) -> Session (0)
SEQ_PRO_0397,Processed_Network_dataset,12,2019-04-24T04:16:00Z,2019-04-24T04:16:00Z,0.0,TND_PRO_008263,TND_PRO_008281,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0398,Processed_Network_dataset,12,2019-04-24T04:16:00Z,2019-04-24T04:16:00Z,0.0,TND_PRO_008255,TND_PRO_008288,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0399,Processed_Network_dataset,12,2019-04-24T04:16:00Z,2019-04-24T04:16:00Z,0.0,TND_PRO_008251,TND_PRO_008267,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0400,Processed_Network_dataset,12,2019-04-24T04:16:00Z,2019-04-24T04:16:01Z,1.0,TND_PRO_008262,TND_PRO_008321,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+1.00 s) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0401,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008324,TND_PRO_008381,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0402,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008307,TND_PRO_008348,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0403,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008347,TND_PRO_008304,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0404,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008303,TND_PRO_008388,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0405,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008387,TND_PRO_008344,Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0406,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008405,TND_PRO_008332,Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0407,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008331,TND_PRO_008365,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0408,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008360,TND_PRO_008401,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0409,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:01Z,0.0,TND_PRO_008377,TND_PRO_008391,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0410,Processed_Network_dataset,12,2019-04-24T04:16:01Z,2019-04-24T04:16:02Z,1.0,TND_PRO_008366,TND_PRO_008499,Source IP (1) -> (+1.00 s) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0411,Processed_Network_dataset,12,2019-04-24T04:16:02Z,2019-04-24T04:16:02Z,0.0,TND_PRO_008500,TND_PRO_008408,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0412,Processed_Network_dataset,12,2019-04-24T04:16:02Z,2019-04-24T04:16:02Z,0.0,TND_PRO_008409,TND_PRO_008454,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0413,Processed_Network_dataset,12,2019-04-24T04:16:02Z,2019-04-24T04:16:02Z,0.0,TND_PRO_008423,TND_PRO_008468,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0414,Processed_Network_dataset,12,2019-04-24T04:16:02Z,2019-04-24T04:16:02Z,0.0,TND_PRO_008469,TND_PRO_008448,Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0415,Processed_Network_dataset,12,2019-04-24T04:16:02Z,2019-04-24T04:16:02Z,0.0,TND_PRO_008481,TND_PRO_008492,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0416,Processed_Network_dataset,12,2019-04-24T04:16:02Z,2019-04-24T04:16:02Z,0.0,TND_PRO_008429,TND_PRO_008472,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0417,Processed_Network_dataset,12,2019-04-24T04:16:02Z,2019-04-24T06:12:48Z,7006.0,TND_PRO_008473,TND_PRO_008671,Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+116.8 min) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0418,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008670,TND_PRO_008643,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0419,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008642,TND_PRO_008631,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0420,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008630,TND_PRO_008619,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0421,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008618,TND_PRO_008575,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0422,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008574,TND_PRO_008595,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0423,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008594,TND_PRO_008583,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0424,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008582,TND_PRO_008571,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0425,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008570,TND_PRO_008527,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0426,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008526,TND_PRO_008547,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0427,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008546,TND_PRO_008535,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0428,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008534,TND_PRO_008519,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0429,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008518,TND_PRO_008715,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (0) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0430,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008714,TND_PRO_008507,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0431,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008506,TND_PRO_008731,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0432,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008730,TND_PRO_008719,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0433,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008718,TND_PRO_008639,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0434,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008638,TND_PRO_008693,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0435,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008692,TND_PRO_008747,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0436,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008746,TND_PRO_008735,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0437,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T06:12:48Z,0.0,TND_PRO_008734,TND_PRO_008661,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0438,Processed_Network_dataset,12,2019-04-24T06:12:48Z,2019-04-24T20:13:13Z,50425.0,TND_PRO_008660,TND_PRO_008921,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+840.4 min) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
SEQ_PRO_0439,Processed_Network_dataset,12,2019-04-24T20:13:13Z,2019-04-24T20:13:13Z,0.0,TND_PRO_008920,TND_PRO_008885,Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1) -> (+0 ms) -> Source IP (1)
