unique_id,node_type,original_dataset,properties,timestamp
TND_PRO_007395,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""59706"", ""dst_ip"": ""192.168.1.180"", ""dst_port"": ""3828"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007396,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""56801"", ""dst_ip"": ""192.168.1.195"", ""dst_port"": ""8084"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007397,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""33109"", ""dst_ip"": ""192.168.35.94"", ""dst_port"": ""80"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""OTH"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""40"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007398,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""37359"", ""dst_ip"": ""192.168.35.239"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007399,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.31"", ""src_port"": ""34618"", ""dst_ip"": ""192.168.1.180"", ""dst_port"": ""902"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007400,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""59705"", ""dst_ip"": ""192.168.1.180"", ""dst_port"": ""6106"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007401,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""59010"", ""dst_ip"": ""192.168.35.84"", ""dst_port"": ""80"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""OTH"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""40"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007402,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""53927"", ""dst_ip"": ""192.168.1.180"", ""dst_port"": ""1165"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007403,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.31"", ""src_port"": ""37978"", ""dst_ip"": ""192.168.35.74"", ""dst_port"": ""80"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""OTH"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""40"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007404,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""26717"", ""dst_ip"": ""192.168.1.190"", ""dst_port"": ""51464"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.018002"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""REJ"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""48"", ""dst_pkts"": ""1"", ""dst_ip_bytes"": ""40"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007405,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.190"", ""src_port"": ""51199"", ""dst_ip"": ""192.168.1.32"", ""dst_port"": ""2262"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""RSTOS0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""40"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007406,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""59705"", ""dst_ip"": ""192.168.1.169"", ""dst_port"": ""10616"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""1e-06"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""REJ"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""1"", ""dst_ip_bytes"": ""40"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007407,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.31"", ""src_port"": ""34618"", ""dst_ip"": ""192.168.1.195"", ""dst_port"": ""636"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007408,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.31"", ""src_port"": ""34639"", ""dst_ip"": ""192.168.1.180"", ""dst_port"": ""22"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.024656"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""RSTO"", ""missed_bytes"": ""0"", ""src_pkts"": ""2"", ""src_ip_bytes"": ""84"", ""dst_pkts"": ""1"", ""dst_ip_bytes"": ""44"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007409,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.31"", ""src_port"": ""44481"", ""dst_ip"": ""192.168.35.170"", ""dst_port"": ""443"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""S0"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007410,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""59705"", ""dst_ip"": ""192.168.1.190"", ""dst_port"": ""6566"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.010359"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""REJ"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""44"", ""dst_pkts"": ""1"", ""dst_ip_bytes"": ""40"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007411,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""59010"", ""dst_ip"": ""192.168.35.109"", ""dst_port"": ""80"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""OTH"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""40"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007412,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""37358"", ""dst_ip"": ""192.168.35.60"", ""dst_port"": ""80"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""OTH"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""40"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
TND_PRO_007413,Source IP,Processed_Network_dataset,"{""ts"": ""1556027414"", ""src_ip"": ""192.168.1.32"", ""src_port"": ""55397"", ""dst_ip"": ""192.168.35.81"", ""dst_port"": ""80"", ""proto"": ""tcp"", ""service"": ""-"", ""duration"": ""0.0"", ""src_bytes"": ""0"", ""dst_bytes"": ""0"", ""conn_state"": ""OTH"", ""missed_bytes"": ""0"", ""src_pkts"": ""1"", ""src_ip_bytes"": ""40"", ""dst_pkts"": ""0"", ""dst_ip_bytes"": ""0"", ""dns_query"": ""-"", ""dns_qclass"": ""0"", ""dns_qtype"": ""0"", ""dns_rcode"": ""0"", ""dns_AA"": ""-"", ""dns_RD"": ""-"", ""dns_RA"": ""-"", ""dns_rejected"": ""-"", ""ssl_version"": ""-"", ""ssl_cipher"": ""-"", ""ssl_resumed"": ""-"", ""ssl_established"": ""-"", ""ssl_subject"": ""-"", ""ssl_issuer"": ""-"", ""http_trans_depth"": ""-"", ""http_method"": ""-"", ""http_uri"": ""-"", ""http_referrer"": ""-"", ""http_version"": ""-"", ""http_request_body_len"": ""0"", ""http_response_body_len"": ""0"", ""http_status_code"": ""0"", ""http_user_agent"": ""-"", ""http_orig_mime_types"": ""-"", ""http_resp_mime_types"": ""-"", ""weird_name"": ""-"", ""weird_addl"": ""-"", ""weird_notice"": ""-"", ""label"": ""1"", ""type"": ""scanning""}",2019-04-23T13:50:14Z
